DATE,TIME_M,EX,SYM_ROOT,SYM_SUFFIX,TR_SCOND,SIZE,PRICE,TR_STOPIND,TR_CORR,TR_SEQNUM,TR_SOURCE,TR_RF
20160104,8:57:57.901873,D,DORM,,@ TW,700,47.47,,00,3857,N,Q
20160104,9:30:00.456164,Q,DORM,,@O X,2227,46.9,,00,6486,N,
20160104,9:30:00.456232,Q,DORM,,Q,2227,46.9,,00,6488,N,
20160104,9:30:04.500686,D,DORM,,@4 I,1,46.9,,00,10881,N,Q
20160104,9:30:30.363303,D,DORM,,@F,100,46.785,,00,19493,N,Q
20160104,9:30:30.372452,D,DORM,,,200,46.7401,,00,19496,N,Q
20160104,9:30:55.734433,D,DORM,,I,1,46.9,,00,22702,N,Q
20160104,9:30:58.392330,D,DORM,,I,1,46.9,,00,23106,N,Q
20160104,9:31:02.029886,Q,DORM,,I,3,46.83,,00,24960,N,
20160104,9:31:08.226497,K,DORM,,@F I,50,46.78,,00,26027,N,
20160104,9:31:08.226519,K,DORM,,@F I,50,46.75,,00,26028,N,
20160104,9:31:18.888427,J,DORM,,@F I,2,47.19,,00,27598,N,
20160104,9:31:38.216042,Q,DORM,,,100,46.75,,00,30258,N,
20160104,9:31:38.216064,Q,DORM,,,100,46.75,,00,30259,N,
20160104,9:31:38.216078,Q,DORM,,@F,100,46.75,,00,30260,N,
20160104,9:31:38.216328,K,DORM,,@F I,51,46.75,,00,30262,N,
20160104,9:31:38.216721,P,DORM,,Q,100,46.79,,00,30264,N,
20160104,9:31:38.216754,P,DORM,,,100,46.79,,00,30265,N,
20160104,9:31:38.216849,P,DORM,,@F,100,46.79,,00,30266,N,
20160104,9:31:38.216888,P,DORM,,@F,100,46.79,,00,30267,N,
20160104,9:31:38.217105,P,DORM,,,100,46.75,,00,30269,N,
20160104,9:31:38.220094,Q,DORM,,@F,100,46.75,,00,30270,N,
20160104,9:31:38.227452,Q,DORM,,,100,46.74,,00,30272,N,
20160104,9:31:38.228265,Q,DORM,,,100,46.74,,00,30273,N,
20160104,9:31:38.228402,P,DORM,,,100,46.74,,00,30274,N,
20160104,9:31:38.228439,D,DORM,,,100,46.74,,00,30275,N,Q
20160104,9:31:38.228711,K,DORM,,@F I,50,46.73,,00,30276,N,
20160104,9:31:38.238679,K,DORM,,@F,100,46.73,,00,30277,N,
20160104,9:31:38.251002,K,DORM,,,150,46.73,,00,30278,N,
20160104,9:31:38.257378,D,DORM,,,100,46.65,,00,30279,N,Q
20160104,9:31:38.258234,Z,DORM,,,100,46.67,,00,30280,N,
20160104,9:31:38.331621,P,DORM,,,100,46.75,,00,30288,N,
20160104,9:31:38.347537,Q,DORM,,@F I,50,46.74,,00,30289,N,
20160104,9:31:38.347559,Q,DORM,,@F I,50,46.74,,00,30290,N,
20160104,9:31:38.347721,Q,DORM,,@F I,50,46.74,,00,30291,N,
20160104,9:31:38.347746,Q,DORM,,@F I,50,46.74,,00,30292,N,
20160104,9:31:38.359077,Q,DORM,,@F,100,46.74,,00,30294,N,
20160104,9:31:38.399974,Q,DORM,,@F,100,46.74,,00,30305,N,
20160104,9:31:38.497256,P,DORM,,@F,100,46.73,,00,30328,N,
20160104,9:31:38.518972,D,DORM,,,100,46.74,,00,30331,N,N
20160104,9:31:48.662320,D,DORM,,,100,46.75,,00,31689,N,Q
20160104,9:31:48.686969,D,DORM,,,100,46.94,,00,31691,N,Q
20160104,9:31:48.700441,D,DORM,,,100,46.75,,00,31692,N,Q
20160104,9:31:51.230380,Q,DORM,,@F,100,46.75,,00,32062,N,
20160104,9:32:09.668006,P,DORM,,@F,100,46.74,,00,34721,N,
20160104,9:32:33.226962,Q,DORM,,@F I,73,46.74,,00,37648,N,
20160104,9:32:33.270148,P,DORM,,,100,46.74,,00,37650,N,
20160104,9:32:33.271769,Q,DORM,,@F I,27,46.74,,00,37651,N,
20160104,9:32:33.272624,P,DORM,,@F I,73,46.74,,00,37652,N,
20160104,9:32:51.230506,Q,DORM,,,100,46.74,,00,39685,N,
20160104,9:32:51.231458,P,DORM,,I,27,46.74,,00,39686,N,
20160104,9:32:51.248688,Q,DORM,,@F,100,46.73,,00,39689,N,
20160104,9:32:51.249641,P,DORM,,,100,46.73,,00,39691,N,
20160104,9:32:51.358244,P,DORM,,I,1,46.74,,00,39708,N,
20160104,9:32:51.358494,P,DORM,,@F I,73,46.74,,00,39709,N,
20160104,9:32:51.358513,P,DORM,,@F I,26,46.74,,00,39710,N,
20160104,9:32:57.108426,D,DORM,,,100,46.745,,00,40314,N,Q
20160104,9:35:09.465877,Q,DORM,,,100,46.75,,00,58532,N,
20160104,9:35:09.466881,P,DORM,,I,10,46.76,,00,58533,N,
20160104,9:35:09.467462,Q,DORM,,@F,100,46.75,,00,58534,N,
20160104,9:35:09.468224,P,DORM,,@F I,10,46.75,,00,58535,N,
20160104,9:35:09.468246,P,DORM,,@F I,90,46.74,,00,58536,N,
20160104,9:35:09.480368,Q,DORM,,@F,100,46.74,,00,58548,N,
20160104,9:35:09.481338,P,DORM,,@F I,10,46.74,,00,58549,N,
20160104,9:35:09.481404,Q,DORM,,@F I,14,46.73,,00,58550,N,
20160104,9:35:09.483399,Q,DORM,,@F I,50,46.73,,00,58551,N,
20160104,9:35:20.195355,Q,DORM,,@F I,36,46.75,,00,60226,N,
20160104,9:35:20.195376,Q,DORM,,@F I,44,46.75,,00,60227,N,
20160104,9:35:20.195482,Z,DORM,,@F I,20,46.75,,00,60228,N,
20160104,9:35:23.259743,Q,DORM,,I,87,46.74,,00,60566,N,
20160104,9:35:23.259850,P,DORM,,@F,200,46.74,,00,60567,N,
20160104,9:35:23.260093,P,DORM,,I,14,46.74,,00,60568,N,
20160104,9:35:23.270468,Q,DORM,,@F I,13,46.74,,00,60569,N,
20160104,9:35:23.270488,Q,DORM,,@F I,16,46.74,,00,60570,N,
20160104,9:35:23.270503,Q,DORM,,@F I,56,46.74,,00,60571,N,
20160104,9:35:29.904917,J,DORM,,@F,100,46.82,,00,61560,N,
20160104,9:35:30.057246,D,DORM,,,100,46.75,,00,62102,N,Q
20160104,9:35:39.065369,P,DORM,,@F I,1,46.75,,00,63410,N,
20160104,9:35:41.215871,P,DORM,,@F,100,46.75,,00,63574,N,
20160104,9:35:49.359389,P,DORM,,@F,100,46.74,,00,64651,N,
20160104,9:35:50.398628,Q,DORM,,,100,46.73,,00,64773,N,
20160104,9:35:50.398899,Q,DORM,,,100,46.72,,00,64774,N,
20160104,9:35:50.398951,Z,DORM,,I,20,46.73,,00,64775,N,
20160104,9:35:50.401443,P,DORM,,@F,100,46.7,,00,64786,N,
20160104,9:35:50.416024,Q,DORM,,@F,100,46.64,,00,64789,N,
20160104,9:36:12.176949,K,DORM,,@F,100,46.63,,00,68140,N,
20160104,9:36:17.929422,D,DORM,,,144,46.68,,00,68954,N,Q
20160104,9:36:37.413657,Q,DORM,,,100,46.65,,00,71770,N,
20160104,9:36:37.413780,Q,DORM,,,100,46.67,,00,71771,N,
20160104,9:36:37.425275,J,DORM,,@F I,3,46.63,,00,71774,N,
20160104,9:36:37.425311,Q,DORM,,,100,46.67,,00,71775,N,
20160104,9:36:37.427874,P,DORM,,I,97,46.61,,00,71776,N,
20160104,9:36:37.429943,P,DORM,,I,3,46.61,,00,71777,N,
20160104,9:36:59.085778,Z,DORM,,@F,100,46.66,,00,74988,N,
20160104,9:36:59.455388,K,DORM,,,100,46.61,,00,75058,N,
20160104,9:37:05.471168,K,DORM,,,100,46.61,,00,76389,N,
20160104,9:37:05.482289,K,DORM,,@F,100,46.6,,00,76397,N,
20160104,9:37:05.597385,Q,DORM,,,100,46.59,,00,76415,N,
20160104,9:37:05.598085,P,DORM,,,100,46.59,,00,76416,N,
20160104,9:37:05.598106,Q,DORM,,I,40,46.59,,00,76417,N,
20160104,9:37:07.943788,Q,DORM,,,100,46.59,,00,76635,N,
20160104,9:37:07.944006,Q,DORM,,@F,100,46.59,,00,76636,N,
20160104,9:37:07.944089,Q,DORM,,,100,46.58,,00,76637,N,
20160104,9:37:08.054989,P,DORM,,@F,100,46.58,,00,76642,N,
20160104,9:37:08.065622,Q,DORM,,,100,46.47,,00,76643,N,
20160104,9:37:08.066466,D,DORM,,,100,46.47,,00,76644,N,Q
20160104,9:37:08.076645,B,DORM,,@F,100,46.57,,00,76645,N,
20160104,9:37:08.178556,P,DORM,,@F,100,46.56,,00,76662,N,
20160104,9:37:08.233300,Q,DORM,,@F,100,46.55,,00,76666,N,
20160104,9:37:25.551485,Q,DORM,,@F,100,46.55,,00,78334,N,
20160104,9:37:25.562572,Q,DORM,,@F,100,46.5,,00,78337,N,
20160104,9:37:31.229426,Q,DORM,,,100,46.49,,00,79537,N,
20160104,9:37:38.518517,Q,DORM,,I,1,46.49,,00,80646,N,
20160104,9:37:51.802526,Q,DORM,,@F I,35,46.54,,00,82822,N,
20160104,9:37:51.802546,Q,DORM,,@F I,65,46.54,,00,82823,N,
20160104,9:37:51.802759,Q,DORM,,@F I,20,46.54,,00,82824,N,
20160104,9:37:51.802816,Q,DORM,,@F I,15,46.54,,00,82825,N,
20160104,9:37:51.802834,Q,DORM,,@F I,35,46.55,,00,82826,N,
20160104,9:37:51.802849,J,DORM,,@F I,30,46.54,,00,82827,N,
20160104,9:37:51.802990,Q,DORM,,@F I,30,46.55,,00,82828,N,
20160104,9:37:51.803262,Q,DORM,,@F I,50,46.55,,00,82829,N,
20160104,9:37:51.803281,Q,DORM,,@F I,20,46.55,,00,82830,N,
20160104,9:37:51.803393,P,DORM,,@F,100,46.54,,00,82831,N,
20160104,9:37:51.803684,Q,DORM,,@F I,35,46.56,,00,82833,N,
20160104,9:37:51.803704,Q,DORM,,,100,46.54,,00,82834,N,
20160104,9:37:51.804037,P,DORM,,@F I,30,46.56,,00,82835,N,
20160104,9:37:51.804076,P,DORM,,@F I,20,46.56,,00,82836,N,
20160104,9:37:51.804171,P,DORM,,@F I,50,46.56,,00,82837,N,
20160104,9:37:51.805485,Q,DORM,,@F I,50,46.54,,00,82838,N,
20160104,9:37:51.805504,Q,DORM,,@F I,50,46.54,,00,82839,N,
20160104,9:37:51.807664,Q,DORM,,I,35,46.58,,00,82841,N,
20160104,9:37:51.808615,Q,DORM,,@F,100,46.56,,00,82842,N,
20160104,9:38:21.310723,P,DORM,,@F I,99,46.55,,00,87511,N,
20160104,9:38:21.310752,Q,DORM,,@F,100,46.54,,00,87512,N,
20160104,9:38:21.315937,D,DORM,,,100,46.55,,00,87514,N,N
20160104,9:38:21.327586,P,DORM,,@F,100,46.47,,00,87515,N,
20160104,9:38:21.419424,P,DORM,,,100,46.53,,00,87523,N,
20160104,9:38:21.522537,D,DORM,,,100,46.535,,00,87554,N,N
20160104,9:38:21.572514,P,DORM,,@F,100,46.54,,00,87563,N,
20160104,9:38:22.125980,P,DORM,,@F,100,46.54,,00,87607,N,
20160104,9:38:58.485378,P,DORM,,,100,46.47,,00,92947,N,
20160104,9:39:24.104288,P,DORM,,@F,100,46.51,,00,97646,N,
20160104,9:39:24.104645,P,DORM,,,100,46.46,,00,97647,N,
20160104,9:39:24.115116,Q,DORM,,@F,100,46.43,,00,97648,N,
20160104,9:39:28.843801,Q,DORM,,,100,46.48,,00,98405,N,
20160104,9:39:32.785544,Q,DORM,,I,5,46.53,,00,99308,N,
20160104,9:39:34.548343,D,DORM,,I,3,46.48,,00,99648,N,Q
20160104,9:39:47.495919,Q,DORM,,I,95,46.53,,00,101001,N,
20160104,9:39:47.496370,J,DORM,,@F,100,46.51,,00,101002,N,
20160104,9:40:09.467806,Q,DORM,,@F,100,46.49,,00,104973,N,
20160104,9:40:09.485190,P,DORM,,@F,100,46.47,,00,105005,N,
20160104,9:40:09.485381,P,DORM,,,100,46.46,,00,105006,N,
20160104,9:40:09.530849,Q,DORM,,,100,46.45,,00,105052,N,
20160104,9:40:09.583155,Q,DORM,,@F,100,46.46,,00,105073,N,
20160104,9:40:09.603086,Z,DORM,,,100,46.47,,00,105079,N,
20160104,9:40:09.700986,P,DORM,,,100,46.46,,00,105105,N,
20160104,9:40:09.731552,Y,DORM,,@F,100,46.47,,00,105140,N,
20160104,9:40:09.741250,X,DORM,,@F,100,46.35,,00,105151,N,
20160104,9:40:09.813984,P,DORM,,@F,100,46.45,,00,105163,N,
20160104,9:40:09.849636,Z,DORM,,@F,100,46.46,,00,105168,N,
20160104,9:40:09.862914,X,DORM,,@F I,50,46.46,,00,105169,N,
20160104,9:40:09.927175,X,DORM,,@F I,50,46.46,,00,105205,N,
20160104,9:40:12.100891,Q,DORM,,,100,46.51,,00,105469,N,
20160104,9:40:21.419698,D,DORM,,I,50,46.4601,,00,107251,N,Q
20160104,9:40:25.309324,Q,DORM,,@F,100,46.51,,00,107780,N,
20160104,9:40:25.309346,Q,DORM,,,100,46.52,,00,107781,N,
20160104,9:40:25.309578,Q,DORM,,@F I,50,46.53,,00,107782,N,
20160104,9:40:25.309628,Q,DORM,,@F I,45,46.53,,00,107783,N,
20160104,9:40:25.309652,Q,DORM,,@F I,5,46.53,,00,107784,N,
20160104,9:40:25.309763,J,DORM,,@F,100,46.5,,00,107785,N,
20160104,9:40:25.320785,P,DORM,,,100,46.53,,00,107786,N,
20160104,9:40:40.428637,Q,DORM,,,100,46.57,,00,110601,N,
20160104,9:40:40.430627,D,DORM,,,100,46.5,,00,110602,N,Q
20160104,9:40:40.433548,D,DORM,,,100,46.5,,00,110603,N,Q
20160104,9:40:41.309122,D,DORM,,,100,46.51,,00,110693,N,Q
20160104,9:40:41.310145,Q,DORM,,@F,100,46.51,,00,110694,N,
20160104,9:40:41.312917,P,DORM,,@F,100,46.51,,00,110695,N,
20160104,9:41:06.426587,Y,DORM,,,100,46.49,,00,114459,N,
20160104,9:41:06.427208,P,DORM,,,100,46.49,,00,114460,N,
20160104,9:41:06.427349,P,DORM,,,100,46.49,,00,114461,N,
20160104,9:41:06.427413,Q,DORM,,,100,46.49,,00,114462,N,
20160104,9:41:06.427674,Q,DORM,,@F I,50,46.48,,00,114463,N,
20160104,9:41:06.427694,Q,DORM,,@F I,50,46.48,,00,114464,N,
20160104,9:41:06.427757,Q,DORM,,@F I,50,46.48,,00,114465,N,
20160104,9:41:06.427777,Q,DORM,,@F I,50,46.48,,00,114466,N,
20160104,9:41:06.433896,D,DORM,,,100,46.48,,00,114468,N,Q
20160104,9:41:06.449369,D,DORM,,,100,46.4,,00,114472,N,Q
20160104,9:41:06.506647,D,DORM,,,100,46.57,,00,114473,N,Q
20160104,9:44:09.536779,K,DORM,,@F,100,46.46,,00,140948,N,
20160104,9:44:09.547137,Z,DORM,,@F,100,46.41,,00,140949,N,
20160104,9:44:23.295902,Z,DORM,,,100,46.4,,00,142239,N,
20160104,9:45:15.123503,Q,DORM,,I,60,46.41,,00,149801,N,
20160104,9:45:15.203437,Q,DORM,,I,40,46.42,,00,149812,N,
20160104,9:45:15.205757,P,DORM,,,100,46.43,,00,149813,N,
20160104,9:45:15.279179,Z,DORM,,I,60,46.43,,00,149817,N,
20160104,9:46:36.314321,Y,DORM,,@F,100,46.37,,00,160297,N,
20160104,9:46:36.366583,Q,DORM,,,100,46.43,,00,160316,N,
20160104,9:46:36.369893,Q,DORM,,I,15,46.44,,00,160317,N,
20160104,9:46:36.370058,Z,DORM,,I,85,46.44,,00,160318,N,
20160104,9:46:36.370129,Z,DORM,,@F I,15,46.44,,00,160319,N,
20160104,9:46:36.370431,Q,DORM,,,100,46.45,,00,160320,N,
20160104,9:46:36.371367,P,DORM,,@F I,35,46.46,,00,160321,N,
20160104,9:46:36.371414,P,DORM,,@F I,15,46.46,,00,160322,N,
20160104,9:46:36.371505,P,DORM,,@F I,50,46.46,,00,160323,N,
20160104,9:46:36.504957,Y,DORM,,@F,100,46.43,,00,160357,N,
20160104,9:46:36.509062,Y,DORM,,@F,100,46.42,,00,160391,N,
20160104,9:46:36.509107,Q,DORM,,@F,100,46.42,,00,160392,N,
20160104,9:46:36.513593,Q,DORM,,@F,100,46.42,,00,160407,N,
20160104,9:46:36.513947,Q,DORM,,,100,46.41,,00,160409,N,
20160104,9:46:36.560434,Q,DORM,,,100,46.4,,00,160463,N,
20160104,9:46:36.942267,Q,DORM,,@F I,55,46.4,,00,160519,N,
20160104,9:46:36.942427,Q,DORM,,@F I,45,46.4,,00,160520,N,
20160104,9:46:36.949336,D,DORM,,,100,46.4,,00,160522,N,Q
20160104,9:46:36.961906,P,DORM,,@F,100,46.36,,00,160523,N,
20160104,9:46:38.590230,Z,DORM,,@F,100,46.34,,00,160705,N,
20160104,9:46:38.643864,D,DORM,,,100,46.39,,00,160728,N,Q
20160104,9:46:44.785052,K,DORM,,@F,100,46.39,,00,161322,N,
20160104,9:46:44.882135,Q,DORM,,I,65,46.44,,00,161349,N,
20160104,9:47:02.428864,Q,DORM,,@F I,50,46.38,,00,164048,N,
20160104,9:47:02.429170,Q,DORM,,@F I,20,46.38,,00,164049,N,
20160104,9:47:45.840575,D,DORM,,,6964,46.43,,00,169476,N,Q
20160104,9:47:45.855106,Q,DORM,,@F I,30,46.38,,00,169478,N,
20160104,9:47:45.855127,Q,DORM,,@F,100,46.38,,00,169479,N,
20160104,9:47:45.855142,Q,DORM,,@F,100,46.38,,00,169480,N,
20160104,9:47:45.856028,P,DORM,,@F,100,46.38,,00,169481,N,
20160104,9:47:45.857350,Q,DORM,,@F,100,46.35,,00,169482,N,
20160104,9:47:45.858366,P,DORM,,@F,100,46.33,,00,169483,N,
20160104,9:47:45.858461,B,DORM,,@F,100,46.43,,00,169484,N,
20160104,9:47:45.860879,D,DORM,,,100,46.38,,00,169485,N,Q
20160104,9:47:45.870296,Q,DORM,,@F,100,46.33,,00,169486,N,
20160104,9:47:45.870692,D,DORM,,,100,46.335,,00,169487,N,Q
20160104,9:47:45.872261,Q,DORM,,@F,100,46.33,,00,169488,N,
20160104,9:47:45.876627,D,DORM,,,100,46.37,,00,169489,N,Q
20160104,9:47:45.882498,D,DORM,,,100,46.29,,00,169490,N,Q
20160104,9:47:46.236624,Q,DORM,,@F I,19,46.3,,00,169529,N,
20160104,9:47:46.236644,X,DORM,,@F I,81,46.29,,00,169530,N,
20160104,9:47:46.246960,X,DORM,,@F,100,46.29,,00,169533,N,
20160104,9:47:46.495349,P,DORM,,,100,46.33,,00,169557,N,
20160104,9:47:47.693427,B,DORM,,,100,46.32,,00,169647,N,
20160104,9:47:47.693686,Y,DORM,,,100,46.32,,00,169648,N,
20160104,9:47:47.693704,Y,DORM,,,100,46.33,,00,169649,N,
20160104,9:47:47.693718,Y,DORM,,,100,46.34,,00,169650,N,
20160104,9:47:47.706153,D,DORM,,,100,46.21,,00,169652,N,Q
20160104,9:47:59.251809,Q,DORM,,I,9,46.34,,00,170946,N,
20160104,9:47:59.252525,Q,DORM,,,100,46.35,,00,170947,N,
20160104,9:47:59.252761,P,DORM,,@F I,39,46.34,,00,170948,N,
20160104,9:47:59.253133,Q,DORM,,,100,46.36,,00,170949,N,
20160104,9:47:59.253884,D,DORM,,,100,46.34,,00,170950,N,Q
20160104,9:47:59.265672,P,DORM,,@F I,50,46.36,,00,170951,N,
20160104,9:47:59.265710,P,DORM,,@F I,50,46.36,,00,170952,N,
20160104,9:48:21.425672,B,DORM,,,100,46.46,,00,173346,N,
20160104,9:48:36.364846,B,DORM,,,100,46.49,,00,175789,N,
20160104,9:48:56.364026,Q,DORM,,@F,100,46.5,,00,177951,N,
20160104,9:48:56.364047,Q,DORM,,@F,100,46.5,,00,177952,N,
20160104,9:48:56.364061,B,DORM,,@F,100,46.5,,00,177953,N,
20160104,9:48:56.364075,Q,DORM,,@F,100,46.51,,00,177954,N,
20160104,9:48:56.364340,Z,DORM,,@F,100,46.5,,00,177955,N,
20160104,9:48:56.364358,K,DORM,,@F,100,46.5,,00,177956,N,
20160104,9:48:56.364559,Y,DORM,,@F,100,46.5,,00,177957,N,
20160104,9:48:56.364924,P,DORM,,@F,100,46.5,,00,177958,N,
20160104,9:48:56.365088,P,DORM,,@F,100,46.5,,00,177959,N,
20160104,9:48:56.366626,Q,DORM,,@F,100,46.5,,00,177960,N,
20160104,9:48:56.367144,Y,DORM,,@F,100,46.51,,00,177961,N,
20160104,9:48:56.367499,Q,DORM,,,200,46.51,,00,177962,N,
20160104,9:48:56.367638,Q,DORM,,@F I,50,46.51,,00,177963,N,
20160104,9:48:56.367656,Q,DORM,,@F I,50,46.51,,00,177964,N,
20160104,9:48:56.367671,Q,DORM,,@F I,50,46.51,,00,177965,N,
20160104,9:48:56.367723,Q,DORM,,I,50,46.51,,00,177966,N,
20160104,9:48:56.367755,Q,DORM,,I,50,46.51,,00,177967,N,
20160104,9:48:56.367772,Q,DORM,,@F I,50,46.51,,00,177968,N,
20160104,9:48:56.367871,Q,DORM,,@F I,50,46.51,,00,177969,N,
20160104,9:48:56.367888,Q,DORM,,@F I,50,46.51,,00,177970,N,
20160104,9:48:56.370085,Q,DORM,,,100,46.49,,00,177971,N,
20160104,9:48:56.370232,K,DORM,,@F I,33,46.5,,00,177972,N,
20160104,9:48:56.376324,D,DORM,,,100,46.41,,00,177973,N,Q
20160104,9:48:56.379706,D,DORM,,,100,46.54,,00,177974,N,Q
20160104,9:48:56.386321,D,DORM,,,100,46.405,,00,177975,N,Q
20160104,9:48:56.635316,D,DORM,,,100,46.43,,00,178010,N,Q
20160104,9:49:17.245380,Q,DORM,,,100,46.43,,00,180905,N,
20160104,9:49:19.829350,P,DORM,,,100,46.4,,00,181180,N,
20160104,9:49:19.829994,P,DORM,,,100,46.39,,00,181181,N,
20160104,9:49:19.844021,D,DORM,,,100,46.4,,00,181182,N,Q
20160104,9:49:19.856833,D,DORM,,,100,46.305,,00,181183,N,Q
20160104,9:49:20.316217,D,DORM,,,100,46.43,,00,181220,N,Q
20160104,9:49:20.336227,D,DORM,,,100,46.43,,00,181228,N,Q
20160104,9:49:27.331852,B,DORM,,,100,46.41,,00,182125,N,
20160104,9:50:05.643648,Q,DORM,,,100,46.4,,00,187362,N,
20160104,9:50:05.644748,Q,DORM,,,100,46.43,,00,187363,N,
20160104,9:50:05.644786,P,DORM,,,100,46.43,,00,187364,N,
20160104,9:50:05.644999,Q,DORM,,@F I,21,46.4,,00,187365,N,
20160104,9:50:05.645025,Q,DORM,,@F I,21,46.4,,00,187366,N,
20160104,9:50:05.645040,Q,DORM,,@F I,58,46.4,,00,187367,N,
20160104,9:50:05.645055,Q,DORM,,@F I,21,46.43,,00,187368,N,
20160104,9:50:05.645133,Q,DORM,,@F I,21,46.44,,00,187369,N,
20160104,9:50:05.645177,Q,DORM,,@F I,29,46.44,,00,187370,N,
20160104,9:50:05.645196,Q,DORM,,@F I,21,46.44,,00,187371,N,
20160104,9:50:05.645211,Q,DORM,,@F I,29,46.44,,00,187372,N,
20160104,9:50:05.645226,Q,DORM,,@F I,71,46.45,,00,187373,N,
20160104,9:50:05.646730,Q,DORM,,,100,46.44,,00,187374,N,
20160104,9:50:05.654497,D,DORM,,,100,46.36,,00,187376,N,Q
20160104,9:50:14.080734,Q,DORM,,I,29,46.45,,00,188480,N,
20160104,9:50:15.237787,P,DORM,,@F,100,46.48,,00,188617,N,
20160104,9:50:15.248594,J,DORM,,@F,100,46.49,,00,188620,N,
20160104,9:50:15.395481,D,DORM,,,100,46.5,,00,188647,N,Q
20160104,9:50:29.697113,D,DORM,,,100,46.51,,00,190755,N,Q
20160104,9:50:29.701151,Y,DORM,,,100,46.51,,00,190756,N,
20160104,9:50:29.701170,Y,DORM,,,100,46.5,,00,190757,N,
20160104,9:50:29.701639,D,DORM,,,200,46.5,,00,190758,N,Q
20160104,9:50:29.702965,Q,DORM,,@F,100,46.51,,00,190759,N,
20160104,9:50:29.702982,Q,DORM,,@F,100,46.5,,00,190760,N,
20160104,9:50:29.703299,Y,DORM,,@F,100,46.5,,00,190761,N,
20160104,9:50:29.703317,Y,DORM,,@F,100,46.5,,00,190762,N,
20160104,9:50:29.703950,P,DORM,,@F,100,46.51,,00,190763,N,
20160104,9:50:29.703969,P,DORM,,@F,100,46.5,,00,190764,N,
20160104,9:50:29.706064,B,DORM,,,100,46.49,,00,190765,N,
20160104,9:50:29.706103,B,DORM,,,100,46.49,,00,190766,N,
20160104,9:50:29.706240,D,DORM,,,200,46.5,,00,190767,N,Q
20160104,9:50:29.722098,Q,DORM,,@F,100,46.45,,00,190769,N,
20160104,9:50:29.725675,Q,DORM,,@F,100,46.46,,00,190770,N,
20160104,9:50:29.728733,D,DORM,,,100,46.45,,00,190771,N,Q
20160104,9:50:29.739689,D,DORM,,,100,46.4,,00,190773,N,Q
20160104,9:50:31.376353,D,DORM,,,100,46.5,,00,191448,N,Q
20160104,9:50:47.602050,D,DORM,,,100,46.51,,00,194194,N,Q
20160104,9:50:47.636709,D,DORM,,,100,46.51,,00,194210,N,N
20160104,9:51:11.624737,D,DORM,,,100,46.51,,00,198968,N,Q
20160104,9:51:53.509593,D,DORM,,,100,46.505,,00,204932,N,Q
20160104,9:52:22.402752,D,DORM,,,100,46.5,,00,209282,N,Q
20160104,9:52:22.417130,P,DORM,,@F,100,46.49,,00,209283,N,
20160104,9:52:36.912289,Q,DORM,,@F,200,46.47,,00,211920,N,
20160104,9:52:36.913145,P,DORM,,@F I,10,46.48,,00,211937,N,
20160104,9:52:36.920029,D,DORM,,,100,46.47,,00,211944,N,Q
20160104,9:52:36.921744,Q,DORM,,@F,100,46.47,,00,211946,N,
20160104,9:52:36.930504,D,DORM,,,100,46.47,,00,211953,N,Q
20160104,9:52:36.939690,Q,DORM,,@F,100,46.47,,00,211958,N,
20160104,9:52:48.325786,D,DORM,,I,60,46.455,,00,213495,N,N
20160104,9:52:54.134471,B,DORM,,,100,46.5,,00,214163,N,
20160104,9:53:07.786317,D,DORM,,,100,46.52,,00,216034,N,Q
20160104,9:54:13.346233,Q,DORM,,@F,100,46.49,,00,224091,N,
20160104,9:54:13.346297,Z,DORM,,@F I,40,46.48,,00,224092,N,
20160104,9:54:13.346316,Z,DORM,,@F I,60,46.49,,00,224093,N,
20160104,9:54:13.346364,Z,DORM,,I,40,46.49,,00,224094,N,
20160104,9:54:13.346762,P,DORM,,@F,100,46.49,,00,224095,N,
20160104,9:54:13.347827,Q,DORM,,,100,46.51,,00,224096,N,
20160104,9:54:13.350002,P,DORM,,,100,46.52,,00,224097,N,
20160104,9:54:13.359674,D,DORM,,,100,46.48,,00,224098,N,Q
20160104,9:54:13.361007,P,DORM,,,100,46.53,,00,224099,N,
20160104,9:54:16.301047,P,DORM,,,100,46.5,,00,224321,N,
20160104,9:54:16.325452,P,DORM,,@F,100,46.51,,00,224324,N,
20160104,9:54:16.804904,Y,DORM,,,100,46.57,,00,224484,N,
20160104,9:54:19.295186,D,DORM,,,100,46.58,,00,224831,N,Q
20160104,9:54:19.296410,D,DORM,,,100,46.58,,00,224832,N,Q
20160104,9:54:19.304669,Q,DORM,,@F,100,46.58,,00,224835,N,
20160104,9:54:19.305414,P,DORM,,@F,100,46.58,,00,224836,N,
20160104,9:54:19.659570,D,DORM,,,100,46.55,,00,224846,N,Q
20160104,9:54:19.659716,D,DORM,,,100,46.56,,00,224847,N,Q
20160104,9:54:19.660341,D,DORM,,,100,46.55,,00,224848,N,Q
20160104,9:54:19.661637,D,DORM,,,200,46.555,,00,224849,N,Q
20160104,9:54:19.662049,D,DORM,,,201,46.55,,00,224850,N,Q
20160104,9:54:19.663726,D,DORM,,,200,46.55,,00,224851,N,Q
20160104,9:54:19.669280,D,DORM,,,100,46.55,,00,224852,N,Q
20160104,9:54:19.669952,P,DORM,,@F,100,46.55,,00,224853,N,
20160104,9:54:19.682920,D,DORM,,,100,46.54,,00,224854,N,Q
20160104,9:54:22.843835,D,DORM,,,100,46.65,,00,225152,N,Q
